시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
어린이집,푸른밭어린이집(동그라미유치원),경기도 화성시 효행구 효행로265번길 42,경기도 화성시 효행구 기안동 363-2번지,37.22484796,126.9753986,경기도 화성시 효행구 안전건설과,화성동탄경찰서,N,,,2026-02-01
어린이집,푸른솔어린이집,경기도 화성시 효행구 봉담읍 오궁길 44,경기도 화성시 효행구 봉담읍 수기리 1-62번지,37.20628107,126.979588,경기도 화성시 효행구 안전건설과,화성서부경찰서,N,,,2026-02-01
초등학교,푸른초등학교,경기도 화성시 동탄구 동탄공원로 21-38,경기도 화성시 동탄구 능동 1136번지,37.20238958,127.0552946,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
어린이집,풀향기어린이집,경기도 화성시 효행구 봉담읍 최루백로 111-8,경기도 화성시 효행구 봉담읍 분천리 2번지,37.21310353,126.9558851,경기도 화성시 효행구 안전건설과,화성서부경찰서,N,,,2026-02-01
유치원,하길유치원,경기도 화성시 만세구 향남읍 벌말길 26,경기도 화성시 만세구 향남읍 하길리 1521번지,37.11232525,126.9021047,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,하길초등학교,경기도 화성시 만세구 향남읍 상신하길로273번길 45,경기도 화성시 만세구 향남읍 하길리 1-9번지,37.11560646,126.9040759,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,학동초등학교,경기도 화성시 동탄구 동탄지성로 79-17,경기도 화성시 동탄구 반송동 81번지,37.20528356,127.0660513,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
유치원,학촌유치원,경기도 화성시 효행구 봉담읍 웃음길 62,경기도 화성시 효행구 봉담읍 동화리 588번지,37.21273843,126.9605183,경기도 화성시 효행구 안전건설과,화성서부경찰서,N,,,2026-02-01
초등학교,한마음초등학교,경기도 화성시 동탄구 동탄숲속로 69-6,경기도 화성시 동탄구 능동 1117번지,37.20859344,127.0563591,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,한백초등학교,경기도 화성시 동탄구 동탄순환대로26길 37,경기도 화성시 동탄구 영천동 715번지,37.20834289,127.1147184,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
유치원,한빛유치원,경기도 화성시 병점구 병점중앙로35번길 5,경기도 화성시 병점구 병점동 455-11번지,37.20190213,127.0435783,경기도 화성시 병점구 안전건설과,화성동탄경찰서,N,,,2026-02-01
초등학교,한울초등학교,경기도 화성시 만세구 향남읍 행정중앙1로 25,경기도 화성시 만세구 향남읍 행정리 442번지,37.12696147,126.9178538,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,한율초등학교,경기도 화성시 동탄구 동탄순환대로 429-10,경기도 화성시 동탄구 목동 490번지,37.18641561,127.1226462,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
유치원,해오름유치원,경기도 화성시 병점구 영통로27번길 11-4,경기도 화성시 병점구 반월동 144-16번지,37.2327553,127.0628754,경기도 화성시 병점구 안전건설과,화성동탄경찰서,N,,,2026-02-01
초등학교,해운초등학교,경기도 화성시 만세구 서신면 궁평항로 1374-6,경기도 화성시 만세구 서신면 궁평리 162-4번지,37.14005466,126.7037872,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
특수학교,해원학교,경기도 화성시 만세구 장안면 은골길30번길 43,경기도 화성시 만세구 장안면 어은리 300번지,37.09032006,126.8365509,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
어린이집,해창이레어린이집,경기도 화성시 만세구 팔탄면 해창길 28-5,경기도 화성시 만세구 팔탄면 해창리 37-25번지,37.11017059,126.8805408,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,행정초등학교,경기도 화성시 만세구 향남읍 행정중앙1로 77,경기도 화성시 만세구 향남읍 행정리 493번지,37.12664265,126.9236168,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
어린이집,향남아이비어린이집,경기도 화성시 만세구 향남읍 분향동길 38,경기도 화성시 만세구 향남읍 상신리 393-6번지,37.10634952,126.8974505,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
유치원,향남유치원,경기도 화성시 만세구 향남읍 상신하길로196번길 19,경기도 화성시 만세구 향남읍 하길리 335-6번지,37.10617105,126.9076284,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,향남초등학교,경기도 화성시 만세구 향남읍 왜골길 7,경기도 화성시 만세구 향남읍 백토리 551번지,37.1196974,126.9429182,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
어린이집,현대자동차남양연구소어린이집,경기도 화성시 만세구 남양읍 남양로621번길 40,경기도 화성시 만세구 남양읍 남양리 1842번지,37.19843736,126.8234386,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,호연초등학교,경기도 화성시 동탄구 동탄대로3길 17-7,경기도 화성시 동탄구 장지동 925번지,37.16277708,127.1046985,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,화남초등학교,경기도 화성시 동탄구 동탄순환대로4길 16,경기도 화성시 동탄구 장지동 910-411번지,37.16385863,127.0960355,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,화산초등학교,경기도 화성시 병점구 화산중앙로64번길 17,경기도 화성시 병점구 송산동 146-9번지,37.21142627,127.0135239,경기도 화성시 병점구 안전건설과,화성동탄경찰서,N,,,2026-02-01
특수학교,화성나래학교,경기도 화성시 동탄구 동탄대로10길 11,경기도 화성시 동탄구 산척동 677번지,37.17621191,127.1066895,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,화성반월초등학교,경기도 화성시 병점구 효행로 1281-23,경기도 화성시 병점구 반월동 947번지,37.22359053,127.0592691,경기도 화성시 병점구 안전건설과,화성동탄경찰서,N,,,2026-02-01
어린이집,화성시거점형공공직장어린이집,경기도 화성시 동탄구 동탄기흥로 593-32,경기도 화성시 동탄구 영천동 829번지,37.21252504,127.0915383,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,화성청계초등학교,경기도 화성시 동탄구 동탄대로시범길 39,경기도 화성시 동탄구 청계동 518번지,37.199192,127.1021055,경기도 화성시 동탄구 경제교통과,화성동탄경찰서,N,,,2026-02-01
초등학교,화수초등학교,경기도 화성시 만세구 우정읍 화수동길 145,경기도 화성시 만세구 우정읍 화수리 834-13번지,37.10913579,126.7970297,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,화원초등학교,경기도 화성시 만세구 향남읍 하길로 59,경기도 화성시 만세구 향남읍 하길리 1506번지,37.11170675,126.9190641,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,활초초등학교,경기도 화성시 만세구 남양읍 안석길111번길 106,경기도 화성시 만세구 남양읍 안석리 232-1번지,37.17877654,126.8250998,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,효행초등학교,경기도 화성시 효행구 봉담읍 와우로 16,경기도 화성시 효행구 봉담읍 와우리 592번지,37.21596526,126.9682874,경기도 화성시 효행구 안전건설과,화성서부경찰서,N,,,2026-02-01
대안학교,예수향남기독학교,경기도 화성시 만세구 향남읍 서봉로 117,경기도 화성시 만세구 만세구 향남읍 하길리 666-13번지,37.1025824,126.9155515,경기도 화성시 만세구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,청연초등학교,경기도 화성시 효행구 비봉면 새비봉서로 68,경기도 화성시 효행구 비봉면 삼화리 1854번지,37.24633418,126.8673748,경기도 화성시 효행구 안전건설과,화성서부경찰서,N,,,2026-02-01
초등학교,화성바른초등학교,경기도 화성시 동탄구 동탄신동5길 7,경기도 화성시 동탄구 신동 733번지,37.181805,127.139219,경기도 화성시 동탄구 경제교통과,화성서부경찰서,N,,,2026-02-01
초등학교,현민초등학교,경기도 화성시 동탄구 동탄신리천로3길 11,경기도 화성시 동탄구 신동 205-18번지,37.182575,127.130073,경기도 화성시 동탄구 경제교통과,화성서부경찰서,N,,,2026-02-01
